10355 64
1053.18005371 3178.78002930 116.37799835
1053.21997070 3178.87988281 116.01799774
1053.04003906 3178.64990234 116.30699921
1053.09997559 3178.88989258 115.68399811
1053.19995117 3178.92993164 115.81999969
1053.06994629 3178.84008789 115.73100281
1053.20996094 3178.80004883 116.30400085
1053.20996094 3178.79003906 116.37599945
1053.10998535 3178.73999023 116.17400360
1053.11999512 3178.75000000 116.17400360
1053.11999512 3178.69995117 116.42199707
1053.05004883 3178.83007812 115.73200226
1053.19995117 3178.78002930 116.37699890
1053.06994629 3178.68994141 116.30699921
1053.00000000 3178.70996094 115.98000336
1052.96997070 3178.61010742 116.26999664
1052.89001465 3178.56005859 116.22000122
1053.19995117 3178.78002930 116.42099762
1053.10998535 3178.75000000 116.13999939
1053.06994629 3178.67993164 116.30799866
1053.16003418 3178.73999023 116.42199707
1053.18005371 3178.89990234 115.89299774
1053.10998535 3178.69995117 116.42299652
1053.13000488 3178.71997070 116.42299652
1053.05004883 3178.79003906 115.85600281
1052.91003418 3178.58007812 116.22100067
1056.36999512 3177.76000977 115.76699829
1053.29003906 3178.90991211 115.73999786
1056.26000977 3177.85009766 115.93199921
1052.93005371 3178.62011719 115.70800018
1052.95996094 3178.58007812 115.87300110
1053.00000000 3178.62988281 115.83000183
1052.97998047 3178.53002930 116.08300018
1053.36999512 3178.84008789 116.19200134
1053.20996094 3178.61010742 116.66999817
1052.98999023 3178.54003906 116.08200073
1053.27001953 3178.82006836 115.90200043
1053.30004883 3178.90991211 115.74099731
1053.31005859 3178.89990234 115.79100037
1053.18005371 3178.84008789 115.61399841
1052.86999512 3178.40991211 116.25399780
1053.34997559 3178.88989258 115.94699860
1053.35998535 3178.88989258 115.94699860
1053.35998535 3178.80004883 116.28399658
1053.32995605 3178.81005859 116.11299896
1053.33996582 3178.76000977 116.35800171
1053.17004395 3178.83007812 115.61399841
1053.25000000 3178.87011719 115.69699860
1052.83996582 3178.50000000 115.79900360
1053.06994629 3178.63989258 115.90499878
1053.33996582 3178.83007812 116.07299805
1053.29003906 3178.89990234 115.79399872
1053.07995605 3178.62988281 116.04599762
1053.06005859 3178.85009766 115.68299866
1052.82995605 3178.40991211 116.20400238
1053.29003906 3178.88989258 115.87100220
1053.31005859 3178.78002930 116.32299805
1052.98999023 3178.68994141 115.71099854
1052.84997559 3178.54003906 115.80699921
1053.28002930 3178.88989258 115.82800293
1053.26000977 3178.69995117 116.55799866
1053.30004883 3178.76000977 116.40699768
1053.25000000 3178.68994141 116.55799866
1053.10998535 3178.70996094 115.91000366
1053.16003418 3178.75000000 115.90899658
1052.90002441 3178.47998047 116.12599945
1052.97998047 3178.54003906 116.12500000
1053.31994629 3178.80004883 116.28800201
1053.00000000 3178.57006836 116.08499908
1052.94995117 3178.65991211 115.66300201
1053.31994629 3178.76000977 116.40599823
1052.89001465 3178.56005859 115.80400085
1053.29003906 3178.88989258 115.82499695
1053.04003906 3178.60009766 116.04799652
1052.82995605 3178.53002930 115.75499725
1053.31994629 3178.83007812 116.07700348
1053.19995117 3178.58007812 116.72799683
1053.03002930 3178.56005859 116.04199982
1053.23999023 3178.86010742 115.69499969
1053.39001465 3178.83007812 116.24099731
1053.10998535 3178.47998047 116.72799683
1053.14001465 3178.50000000 116.72699738
1053.33996582 3178.88989258 115.78099823
1053.16003418 3178.52001953 116.69599915
1052.84997559 3178.41992188 115.94899750
1053.34997559 3178.87988281 115.81099701
1053.35998535 3178.81005859 116.02999878
1053.18005371 3178.53002930 116.72599792
1053.05004883 3178.42993164 116.69699860
1052.93994141 3178.43994141 116.11299896
1052.76000977 3178.41992188 115.73999786
1053.04003906 3178.57006836 115.89700317
1053.39001465 3178.87011719 115.93699646
1053.32995605 3178.67993164 116.52700043
1053.33996582 3178.68994141 116.54799652
1052.83996582 3178.44995117 115.81999969
1053.40002441 3178.83007812 116.06400299
1053.41003418 3178.87988281 115.93599701
1053.43005371 3178.83007812 116.18199921
1053.27001953 3178.60009766 116.72399902
1052.91003418 3178.47998047 115.85900116
1053.04003906 3178.59008789 115.89900208
1053.31005859 3178.67993164 116.49600220
1052.92004395 3178.44995117 116.07700348
1053.31005859 3178.67993164 116.55100250
1053.27001953 3178.76000977 116.03700256
1052.81994629 3178.36010742 116.19899750
1053.27001953 3178.63989258 116.66699982
1053.23999023 3178.87988281 115.64700317
1053.31994629 3178.87988281 115.81700134
1053.29003906 3178.82006836 115.89800262
1053.20996094 3178.58007812 116.72799683
1053.04003906 3178.56005859 116.04100037
1052.93005371 3178.53002930 115.86699677
1053.26000977 3178.75000000 116.03600311
1053.35998535 3178.80004883 116.14399719
1053.35998535 3178.78002930 116.28099823
1053.28002930 3178.66992188 116.49800110
1053.05004883 3178.61010742 115.90200043
1053.31994629 3178.84008789 115.89600372
1053.34997559 3178.88989258 115.85700226
1053.32995605 3178.89990234 115.73300171
1053.04003906 3178.70996094 115.56800079
1052.81005859 3178.35009766 116.15499878
1053.41003418 3178.84008789 116.18499756
1052.92004395 3178.60009766 115.80699921
1052.84997559 3178.43994141 116.20700073
1053.19995117 3178.87011719 115.70800018
1053.01000977 3178.58007812 116.30100250
1053.28002930 3178.90991211 116.01100159
1053.14001465 3178.75000000 116.09500122
1053.05004883 3178.66992188 116.09700012
1053.00000000 3178.75000000 115.72599792
1053.06994629 3178.75000000 115.88700104
1053.04003906 3178.73999023 115.84600067
1053.21997070 3178.89990234 115.84200287
1053.25000000 3178.77001953 116.41500092
1053.18005371 3178.82006836 115.96800232
1053.14001465 3178.88989258 115.67400360
1053.01000977 3178.77001953 115.67700195
1053.13000488 3178.87988281 115.67400360
1053.06005859 3178.66992188 116.13300323
1052.92004395 3178.66992188 115.76799774
1053.05004883 3178.64990234 116.16899872
1053.04003906 3178.63989258 116.13300323
1053.30004883 3178.90991211 116.00900269
1053.23999023 3178.79003906 116.29699707
1053.16003418 3178.87988281 115.71900177
1053.18005371 3178.81005859 115.96700287
1053.26000977 3178.83007812 116.16400146
1053.07995605 3178.67993164 116.16999817
1053.06994629 3178.67993164 116.17099762
1053.15002441 3178.76000977 116.09500122
1052.94995117 3178.57006836 116.26699829
1053.07995605 3178.69995117 116.17299652
1053.02001953 3178.81005859 115.68299866
1052.93005371 3178.62011719 116.02100372
1053.14001465 3178.81005859 115.97299957
1053.11999512 3178.87011719 115.72599792
1053.21997070 3178.89990234 115.88700104
1053.22998047 3178.82006836 116.16899872
1053.27001953 3178.85009766 116.26100159
1053.18005371 3178.78002930 116.16999817
1053.08996582 3178.69995117 116.17099762
1053.25000000 3178.80004883 116.29900360
1053.23999023 3178.83007812 116.16799927
1053.09997559 3178.71997070 116.09700012
1053.03002930 3178.62011719 116.30400085
1052.89001465 3178.53002930 116.21600342
1053.29003906 3178.87011719 116.20800018
1053.07995605 3178.82006836 115.72499847
1053.18994141 3178.84008789 115.97000122
1052.90002441 3178.65991211 115.77100372
1053.21997070 3178.81005859 116.16799927
1053.03002930 3178.76000977 115.72100067
1053.15002441 3178.68994141 116.33100128
1053.22998047 3178.83007812 115.91100311
1053.23999023 3178.89990234 115.83899689
1053.26000977 3178.89990234 115.83499908
1053.18994141 3178.81005859 115.91500092
1052.92004395 3178.50000000 116.26100159
1053.31994629 3178.85009766 116.20099640
1052.96997070 3178.68994141 115.71800232
1053.18005371 3178.80004883 115.91500092
1053.26000977 3178.82006836 116.08599854
1053.18005371 3178.88989258 115.66500092
1053.17004395 3178.73999023 116.05100250
1052.86999512 3178.59008789 115.76100159
1053.16003418 3178.78002930 115.91400146
1053.26000977 3178.91992188 115.75199890
1052.97998047 3178.52001953 116.29799652
1053.01000977 3178.66992188 115.83799744
1053.26000977 3178.89990234 115.80200195
1052.90002441 3178.61010742 115.75900269
1052.91003418 3178.47998047 116.25900269
1053.01000977 3178.59008789 116.12699890
1053.29003906 3178.77001953 116.36399841
1053.26000977 3178.82006836 116.04699707
1053.25000000 3178.81005859 116.04699707
1052.93005371 3178.58007812 115.96800232
1052.89001465 3178.59008789 115.81300354
1053.04003906 3178.62011719 116.12999725
1053.28002930 3178.83007812 116.16200256
1053.18005371 3178.77001953 116.08999634
1053.04003906 3178.70996094 115.88400269
1052.97998047 3178.73999023 115.67400360
1053.16003418 3178.88989258 115.66999817
1053.07995605 3178.67993164 116.09200287
1053.03002930 3178.63989258 116.09300232
1053.28002930 3178.79003906 116.32800293
1053.27001953 3178.80004883 116.29499817
1053.04003906 3178.69995117 115.88300323
1053.17004395 3178.87988281 115.71499634
1053.21997070 3178.77001953 116.16200256
1053.15002441 3178.86010742 115.71600342
1053.15002441 3178.73999023 116.05400085
1053.29003906 3178.80004883 116.29399872
1052.85998535 3178.46997070 116.21099854
1053.32995605 3178.87011719 116.20200348
1053.17004395 3178.79003906 115.96399689
1053.27001953 3178.89990234 115.87699890
1052.88000488 3178.47998047 116.20999908
1053.27001953 3178.83007812 116.12500000
1053.40002441 3178.78002930 116.27500153
1052.96997070 3178.53002930 115.81600189
1053.43005371 3178.81005859 116.23400116
1052.73999023 3178.12011719 115.90399933
1053.59997559 3178.85009766 115.94100189
1052.73999023 3178.19995117 115.74800110
1052.80004883 3178.09008789 116.38300323
1053.57995605 3178.84008789 115.89499664
1053.59997559 3178.79003906 116.14900208
1052.72998047 3178.07006836 116.21900177
1052.76000977 3178.10009766 116.16300201
1052.72998047 3178.08007812 116.16400146
1053.55004883 3178.77001953 115.98899841
1052.82995605 3178.12011719 116.29299927
1052.75000000 3178.09008789 116.16300201
1052.79003906 3178.19995117 115.81900024
1052.81994629 3178.09008789 116.38099670
1053.56994629 3178.69995117 116.32099915
1052.89001465 3178.20996094 116.00000000
1053.56994629 3178.76000977 116.06400299
1052.81994629 3178.27001953 115.64399719
1052.73999023 3178.13989258 115.90799713
1053.59997559 3178.73999023 116.24199677
1052.76000977 3178.08007812 116.16100311
1053.58996582 3178.71997070 116.27600098
1052.72998047 3178.20996094 115.75099945
1052.72998047 3178.19995117 115.78299713
1053.56005859 3178.73999023 116.24800110
1052.90002441 3178.31005859 115.86599731
1053.50000000 3178.78002930 115.99900055
1052.73999023 3178.26000977 115.70500183
1052.73999023 3178.22998047 115.78900146
1052.77001953 3178.14990234 116.17099762
1052.73999023 3178.23999023 115.75700378
1053.44995117 3178.60009766 116.70899963
1052.95996094 3178.25000000 116.29699707
1052.89001465 3178.19995117 116.29699707
1052.84997559 3178.20996094 116.08699799
1052.91003418 3178.27001953 116.00800323
1053.56005859 3178.84008789 115.89900208
1053.00000000 3178.34008789 116.00599670
1052.73999023 3178.11010742 116.22299957
1053.57995605 3178.78002930 116.20800018
1052.93994141 3178.21997070 116.29599762
1052.83996582 3178.33007812 115.65499878
1053.51000977 3178.85009766 115.76899719
1053.54003906 3178.77001953 116.07199860
1053.44995117 3178.58007812 116.61799622
1053.43005371 3178.81005859 115.64099884
1053.60998535 3178.83007812 115.88700104
1053.64001465 3178.78002930 116.14199829
1053.55004883 3178.78002930 116.21099854
1052.72998047 3178.04003906 116.21399689
1053.66003418 3178.70996094 116.26699829
1052.71997070 3178.05004883 115.89299774
1052.85998535 3178.11010742 116.02300262
1053.66003418 3178.77001953 116.00800323
1053.61999512 3178.81005859 115.73899841
1052.79003906 3178.04003906 116.10299683
1052.76000977 3177.97998047 116.24500275
1053.68005371 3178.73999023 116.08399963
1053.68005371 3178.81005859 115.86900330
1052.82995605 3178.05004883 116.06099701
1052.71997070 3178.02001953 115.88700104
1053.59997559 3178.80004883 115.64800262
1052.68005371 3178.03002930 115.75299835
1052.92004395 3178.01000977 116.70400238
1053.65002441 3178.80004883 115.73100281
1052.68994141 3178.03002930 115.75000000
1053.69995117 3178.76000977 116.00000000
1052.93994141 3178.01000977 116.70300293
1052.68994141 3178.04003906 115.71600342
1053.70996094 3178.70996094 116.22200012
1052.73999023 3177.90991211 116.36499786
1053.65002441 3178.77001953 116.01000214
1053.60998535 3178.81005859 115.78700256
1052.96997070 3178.09008789 116.73799896
1053.03002930 3178.14990234 116.70800018
1053.58996582 3178.77001953 115.98100281
1053.57995605 3178.80004883 115.83599854
1052.83996582 3178.18994141 115.84999847
1052.70996094 3178.12988281 115.76899719
1053.00000000 3178.12988281 116.73899841
1052.81994629 3178.12011719 116.03199768
1053.54003906 3178.57006836 116.69999695
1052.70996094 3178.12988281 115.73600006
1053.63000488 3178.71997070 116.27200317
1052.83996582 3178.16992188 115.84700012
1053.63000488 3178.75000000 116.05400085
1053.66003418 3178.78002930 116.13700104
1053.66003418 3178.83007812 115.92700195
1053.65002441 3178.82006836 115.92700195
1052.81994629 3178.21997070 115.63200378
1053.51000977 3178.79003906 115.61699677
1053.56005859 3178.82006836 115.66100311
1052.82995605 3178.15991211 115.84500122
1053.58996582 3178.82006836 115.74600220
1052.68005371 3178.07006836 115.80799866
1052.79003906 3178.13989258 116.34200287
1053.53002930 3178.75000000 116.25299835
1052.93994141 3178.57006836 115.64299774
1052.79003906 3178.29003906 115.98000336
1053.41003418 3178.81005859 116.09799957
1052.84997559 3178.37988281 115.94000244
1053.43005371 3178.77001953 116.26999664
1052.81005859 3178.35009766 115.94000244
1053.31005859 3178.84008789 115.67400360
1052.93994141 3178.46997070 115.80899811
1053.35998535 3178.63989258 116.65899658
1053.42004395 3178.81005859 116.01899719
1052.92004395 3178.45996094 115.80799866
1053.33996582 3178.60009766 116.71900177
1053.43005371 3178.80004883 116.09400177
1053.43994141 3178.82006836 116.05400085
1053.40002441 3178.88989258 115.71399689
1053.43994141 3178.81005859 116.05400085
1053.43994141 3178.86010742 115.92400360
1053.41003418 3178.83007812 115.87599945
1052.78002930 3178.37011719 115.72499847
1053.38000488 3178.65991211 116.48500061
1052.89001465 3178.39990234 115.84700012
1053.42004395 3178.79003906 116.01499939
1053.44995117 3178.75000000 116.30000305
1053.30004883 3178.60009766 116.72100067
1052.81994629 3178.29003906 116.24199677
1052.86999512 3178.36010742 116.06999969
1052.84997559 3178.32006836 116.24299622
1053.28002930 3178.86010742 115.63500214
1053.38000488 3178.81005859 116.02600098
1052.91003418 3178.46997070 115.85800171
1053.07995605 3178.42993164 116.69499969
1053.22998047 3178.55004883 116.69200134
1052.89001465 3178.45996094 115.81500244
1052.79003906 3178.38989258 115.81700134
1053.35998535 3178.88989258 115.72299957
1053.44995117 3178.84008789 116.17900085
1052.83996582 3178.31005859 116.24299622
1053.40002441 3178.87011719 115.84400177
1053.39001465 3178.87011719 115.84600067
1052.97998047 3178.43994141 116.10800171
1053.32995605 3178.63989258 116.66100311
1052.92004395 3178.54003906 115.63899994
1053.44995117 3178.87988281 115.97599792
1053.38000488 3178.68994141 116.52300262
1053.38000488 3178.87988281 115.77200317
1052.94995117 3178.50000000 115.81199646
1052.82995605 3178.37011719 115.94300079
1052.86999512 3178.31005859 116.13899994
1052.86999512 3178.27001953 116.27500153
1052.84997559 3178.30004883 115.83100128
1053.40002441 3178.65991211 116.48300171
1052.79003906 3178.18994141 116.23000336
1052.83996582 3178.20996094 116.26899719
1053.47998047 3178.85009766 115.82299805
1053.44995117 3178.87011719 115.69699860
1053.51000977 3178.85009766 115.91000366
1053.47998047 3178.79003906 116.00399780
1052.80004883 3178.19995117 116.17500305
1052.85998535 3178.26000977 116.05300140
1053.51000977 3178.78002930 116.11699677
1052.84997559 3178.23999023 116.12999725
1052.83996582 3178.21997070 116.12999725
1052.75000000 3178.28002930 115.70899963
1052.84997559 3178.25000000 116.05100250
1053.52001953 3178.81005859 116.03800201
1052.86999512 3178.26000977 116.05100250
1052.79003906 3178.17993164 116.17299652
1053.51000977 3178.79003906 116.03800201
1053.46997070 3178.87011719 115.69300079
1052.81005859 3178.20996094 116.09100342
1052.79003906 3178.16992188 116.17199707
1053.44995117 3178.62011719 116.64900208
1053.06994629 3178.32006836 116.71800232
1052.77001953 3178.30004883 115.76499939
1052.83996582 3178.37988281 115.66799927
1052.75000000 3178.25000000 115.97799683
1052.90002441 3178.46997070 115.62599945
1053.46997070 3178.81005859 116.04900360
1052.94995117 3178.36010742 116.13600159
1053.33996582 3178.84008789 115.61599731
1053.51000977 3178.82006836 116.16799927
1053.44995117 3178.86010742 115.83200073
1052.91003418 3178.47998047 115.62400055
1053.45996094 3178.79003906 116.08799744
1052.83996582 3178.28002930 116.09999847
1052.77001953 3178.32006836 115.77100372
1052.76000977 3178.28002930 115.79699707
1052.86999512 3178.29003906 116.13600159
1053.42004395 3178.65991211 116.48200226
1052.76000977 3178.31005859 115.77100372
1053.43005371 3178.87988281 115.70400238
1053.47998047 3178.76000977 116.26100159
1053.48999023 3178.77001953 116.26100159
1052.77001953 3178.23999023 115.97499847
1052.76000977 3178.29003906 115.79900360
1053.43994141 3178.86010742 115.75399780
1053.19995117 3178.76000977 116.41899872
1053.22998047 3178.79003906 116.37500000
1056.05004883 3177.91992188 115.96700287
1054.39001465 3178.54003906 115.98899841
1054.36999512 3178.50000000 116.14299774
1054.26000977 3178.29003906 116.72599792
1054.28002930 3178.50000000 115.80999756
1054.35998535 3178.52001953 116.10399628
1054.35998535 3178.50000000 116.19300079
1054.35998535 3178.54003906 116.05799866
1054.16003418 3178.57006836 115.40799713
1054.28002930 3178.58007812 115.76399994
1054.31005859 3178.50000000 116.19899750
1054.31994629 3178.50000000 116.25299835
1054.25000000 3178.59008789 115.77100372
1054.16003418 3178.30004883 116.73300171
1054.19995117 3178.56005859 115.72100067
1054.23999023 3178.57006836 115.82700348
1054.23999023 3178.55004883 115.91899872
1054.18005371 3178.60009766 115.62400055
1054.19995117 3178.57006836 115.77899933
1054.27001953 3178.57006836 116.07599640
1054.15002441 3178.57006836 115.67299652
1054.17004395 3178.62988281 115.57900238
1054.11999512 3178.31005859 116.73699951
1054.38000488 3178.53002930 116.10199738
1054.39001465 3178.47998047 116.24199677
1052.98999023 3178.72998047 115.82399750
1054.40002441 3178.48999023 116.18699646
1054.61999512 3178.42993164 116.20800018
1054.59997559 3178.45996094 116.01000214
1054.55004883 3178.45996094 115.80000305
1054.52001953 3178.44995117 115.75599670
1054.56994629 3178.43994141 116.21399689
1054.56005859 3178.45996094 116.06700134
1054.50000000 3178.47998047 115.80999756
1054.43005371 3178.22998047 116.71099854
1054.53002930 3178.47998047 115.95800018
1054.44995117 3178.48999023 115.77600098
1054.46997070 3178.48999023 115.91500092
1054.43005371 3178.48999023 115.77899933
1054.43005371 3178.48999023 115.87500000
1054.46997070 3178.45996094 116.23000336
1054.46997070 3178.50000000 116.08599854
1054.43005371 3178.50000000 115.92299652
1054.45996094 3178.46997070 116.17600250
1054.31005859 3178.50000000 115.62599945
1054.40002441 3178.52001953 115.83599854
1054.43005371 3178.46997070 116.23500061
1054.36999512 3178.53002930 115.84300232
1054.25000000 3178.56005859 116.12500000
1054.06994629 3178.60009766 115.44000244
1054.19995117 3178.61010742 115.78600311
1054.22998047 3178.54003906 116.21499634
1054.05004883 3178.62988281 116.00700378
1052.68005371 3177.58007812 115.90599823
1054.00000000 3178.64990234 115.82900238
1053.95996094 3178.65991211 115.68399811
1054.06005859 3178.63989258 116.11599731
1054.03002930 3178.64990234 115.96900177
1053.89001465 3178.66992188 115.50000000
1052.68994141 3177.55004883 116.18699646
1054.04003906 3178.62011719 116.20200348
1052.64001465 3177.54003906 116.14399719
1052.67004395 3177.56005859 116.18900299
1053.93994141 3178.68994141 115.64399719
1054.03002930 3178.63989258 116.12200165
1053.92004395 3178.66992188 115.69599915
1053.98999023 3178.64990234 116.01899719
1053.94995117 3178.66992188 115.79199982
1054.01000977 3178.63989258 116.16999817
1054.00000000 3178.62988281 116.20899963
1052.63000488 3177.66992188 115.76599884
1053.90002441 3178.69995117 115.65499878
1053.85998535 3178.66992188 115.65599823
1053.91003418 3178.65991211 115.49199677
1054.06994629 3178.58007812 116.24099731
1053.93005371 3178.65991211 115.48500061
1054.17004395 3178.59008789 116.14199829
1054.18005371 3178.61010742 115.78900146
1054.18994141 3178.58007812 115.93099976
1054.21997070 3178.57006836 116.17199707
1054.18005371 3178.61010742 115.88999939
1054.19995117 3178.54003906 116.27300262
1054.19995117 3178.55004883 116.22100067
1054.20996094 3178.58007812 116.13500214
1054.06994629 3178.57006836 115.69200134
1054.19995117 3178.61010742 116.02899933
1054.11999512 3178.61010742 115.94799805
1054.08996582 3178.60009766 116.19200134
1054.13000488 3178.55004883 116.28199768
1054.15002441 3178.59008789 116.18399811
1054.13000488 3178.62011719 116.04000092
1054.11999512 3178.57006836 116.23300171
1052.61999512 3177.54003906 115.73799896
1054.09997559 3178.57006836 116.23600006
1052.66003418 3177.52001953 115.93800354
1054.09997559 3178.61010742 116.15299988
1054.00000000 3178.65991211 115.62500000
1054.55004883 3178.46997070 115.69400024
1054.61999512 3178.44995117 116.05699921
1054.60998535 3178.45996094 115.94100189
1055.14001465 3178.26000977 116.00399780
1055.35998535 3177.92993164 116.62599945
1055.31005859 3178.11010742 115.55000305
1055.33996582 3178.17993164 115.78299713
1055.34997559 3178.17993164 115.96299744
1055.34997559 3178.16992188 116.01999664
1055.26000977 3177.95996094 116.63500214
1055.36999512 3178.17993164 116.08399963
1055.22998047 3178.14990234 115.57399750
1055.32995605 3178.18994141 115.91999817
1055.22998047 3178.19995117 115.63099670
1055.32995605 3178.18994141 116.08899689
1055.31005859 3178.19995117 115.97100067
1055.23999023 3178.22998047 115.87999725
1055.26000977 3178.20996094 116.03800201
1055.17004395 3178.21997070 115.64600372
1055.15002441 3177.98999023 116.64499664
1055.23999023 3178.22998047 115.98400116
1055.20996094 3178.23999023 115.88700104
1055.10998535 3178.23999023 115.66100311
1055.18994141 3178.23999023 116.05000305
1055.14001465 3178.26000977 115.82499695
1055.44995117 3178.08007812 116.17299652
1055.50000000 3178.07006836 116.16600037
1055.42004395 3178.10009766 115.64199829
1055.73999023 3178.03002930 115.77700043
1056.03002930 3177.92993164 115.83599854
1056.01000977 3177.92993164 115.90299988
1055.91003418 3177.92993164 115.58699799
1055.96997070 3177.94995117 115.79399872
1055.84997559 3177.98999023 115.81600189
1055.85998535 3177.97998047 115.92800140
1055.81005859 3177.98999023 115.75900269
1055.77001953 3178.00000000 115.68699646
1055.79003906 3178.01000977 115.94100189
1055.77001953 3178.03002930 116.01599884
1055.51000977 3178.12011719 115.88300323
1055.71997070 3178.04003906 115.84300232
1055.61999512 3178.01000977 116.14600372
1055.60998535 3178.09008789 115.91600037
1055.48999023 3178.06005859 115.56300354
1055.57995605 3178.10009766 115.81099701
1055.56005859 3178.11010742 115.87500000
1055.53002930 3177.94995117 116.48799896
1055.55004883 3178.11010742 116.05200195
1055.53002930 3178.11010742 115.98799896
1055.16003418 3178.25000000 115.95300293
1055.08996582 3178.27001953 115.77700043
1054.51000977 3178.18994141 116.70200348
1055.02001953 3178.27001953 115.56600189
1054.72998047 3178.32006836 115.50599670
1054.82995605 3178.36010742 115.73200226
1054.83996582 3178.36010742 115.83200073
1054.79003906 3178.36010742 115.73899841
1054.69995117 3178.12988281 116.68499756
1054.66003418 3178.35009766 115.52700043
1054.72998047 3178.37988281 115.70400238
1054.81005859 3178.38989258 115.96900177
1054.80004883 3178.37988281 116.02300262
1054.76000977 3178.40991211 115.97899628
1054.64001465 3178.38989258 115.60199738
1054.73999023 3178.40991211 115.91200256
1054.75000000 3178.37988281 116.12699890
1054.67004395 3178.41992188 115.66100311
1054.68005371 3178.40991211 115.76699829
1054.65002441 3178.41992188 115.77400208
1054.70996094 3178.40991211 116.08300018
1054.70996094 3178.38989258 116.19200134
1054.61999512 3178.43994141 115.67400360
1054.56994629 3178.42993164 115.62300110
1054.66003418 3178.39990234 116.19899750
1054.90002441 3178.35009766 116.00299835
1054.88000488 3178.36010742 115.88200378
1054.84997559 3178.32006836 115.67299652
1054.98999023 3178.32006836 115.79900360
1055.05004883 3178.26000977 115.73100281
1055.10998535 3178.27001953 116.06400299
1055.13000488 3178.28002930 116.12500000
1055.07995605 3178.28002930 115.91200256
1055.10998535 3178.27001953 116.12699890
1055.04003906 3178.29003906 115.84600067
1054.98999023 3178.29003906 115.68900299
1054.94995117 3178.29003906 115.58300018
1055.05004883 3178.29003906 116.13600159
1054.95996094 3178.30004883 115.75299835
1054.82995605 3178.31005859 115.54799652
1054.91003418 3178.30004883 115.59300232
1055.01000977 3178.30004883 116.08100128
1055.01000977 3178.30004883 116.14299774
1054.81994629 3178.27001953 115.47799683
1054.90002441 3178.30004883 115.66000366
1054.93994141 3178.31005859 115.80899811
1054.94995117 3178.33007812 115.86799622
1054.85998535 3178.09008789 116.67099762
1054.97998047 3178.30004883 116.14800262
1053.96997070 3178.63989258 116.17600250
1053.95996094 3178.61010742 116.25900269
1052.67004395 3177.61010742 116.28099823
1053.09997559 3178.87988281 115.86199951
1053.10998535 3178.90991211 115.86799622
1053.05004883 3178.82006836 115.99199677
1053.16003418 3178.84008789 116.27600098
1053.02001953 3178.70996094 116.27899933
1053.08996582 3178.78002930 116.27700043
1052.97998047 3178.82006836 115.79199982
1053.06005859 3178.82006836 115.99099731
1053.06994629 3178.88989258 115.78900146
1053.04003906 3178.79003906 115.98999786
1053.16003418 3178.89990234 115.98699951
1053.07995605 3178.85009766 115.90599823
1053.20996094 3178.87988281 116.22200012
1053.16003418 3178.82006836 116.27400208
1053.13000488 3178.90991211 115.86399841
1053.14001465 3178.86010742 116.02999878
1053.04003906 3178.83007812 115.83599854
1053.02001953 3178.83007812 115.78700256
1053.18005371 3178.83007812 116.27300262
1053.11999512 3178.91992188 115.78399658
1053.08996582 3178.82006836 116.02999878
1053.03002930 3178.82006836 115.86399841
1053.04003906 3178.73999023 116.27899933
1053.01000977 3178.78002930 116.03700256
1053.16003418 3178.85009766 116.22699738
1053.70996094 3178.72998047 116.07599640
1052.69995117 3177.89990234 116.13700104
1053.64001465 3178.78002930 115.63500214
1052.65002441 3177.91992188 115.92500305
1052.68005371 3178.00000000 115.70899963
1052.64001465 3177.91992188 115.92600250
1053.68994141 3178.78002930 115.80799866
1052.66003418 3177.97998047 115.78800201
1052.75000000 3177.90991211 116.31500244
1052.68005371 3178.00000000 115.74400330
1052.67004395 3177.89990234 116.13999939
1053.18005371 3178.87988281 116.22699738
1053.14001465 3178.89990234 116.23400116
1053.15002441 3178.87011719 116.23000336
1053.06005859 3178.79003906 116.23100281
1053.07995605 3178.92993164 115.79499817
1053.02001953 3178.80004883 116.03900146
1053.05004883 3178.78002930 116.23100281
1053.04003906 3178.76000977 116.23100281
1053.00000000 3178.71997070 116.23100281
1053.05004883 3178.81005859 116.03800201
1053.00000000 3178.66992188 116.27600098
1052.94995117 3178.63989258 116.22499847
1053.71997070 3178.73999023 115.95200348
1053.14001465 3178.90991211 115.86100006
1053.18994141 3178.80004883 116.30699921
1053.14001465 3178.78002930 116.17600250
1053.25000000 3178.87011719 116.21499634
1053.09997559 3178.71997070 116.30799866
1053.13000488 3178.77001953 116.17600250
1052.95996094 3178.61010742 116.27100372
1052.98999023 3178.76000977 115.82800293
1053.18005371 3178.91992188 115.82199860
1053.02001953 3178.71997070 115.98000336
1053.19995117 3178.79003906 116.33699799
1053.01000977 3178.76000977 115.82599640
1053.18005371 3178.88989258 115.89199829
1052.95996094 3178.66992188 115.98000336
1052.93994141 3178.71997070 115.77700043
1053.16003418 3178.75000000 116.33699799
1053.06994629 3178.78002930 115.89399719
1053.18994141 3178.82006836 116.13700104
1052.93994141 3178.59008789 116.21800232
1053.09997559 3178.72998047 116.17400360
1053.11999512 3178.76000977 116.13700104
1053.27001953 3178.87011719 116.21099854
1052.95996094 3178.67993164 116.02700043
1053.19995117 3178.89990234 115.97899628
1052.97998047 3178.63989258 116.27200317
1053.06005859 3178.85009766 115.78099823
1053.20996094 3178.86010742 116.27100372
1053.06005859 3178.83007812 115.86199951
1053.05004883 3178.83007812 115.83300018
1053.08996582 3178.81005859 116.02899933
1053.08996582 3178.86010742 115.86100006
